client_id,legal_form,okved,business_age_months,history_months,has_rent,rent_amount_avg,equipment_spend_12m,equipment_spend_share,months_since_equipment,headcount,payroll_monthly,offline_txn_per_day,avg_ticket,online_acquiring_share,it_spend_monthly,has_insurance_payments,months_since_insurance,monthly_revenue,fixed_cost_ratio,revenue_volatility,gap_frequency_6m,gap_max_days,cash_buffer_days
148,ИП,96.02,36.0,12.0,1,250000.0,0.0,0.0,,3.0,240000.0,6.0,3820.0,0.067,1976.0,0,,634739.0,0.575,0.088,9.0,219.0,0.0
149,самозанятый,96.02,31.0,12.0,0,0.0,900000.0,0.207,5.0,0.0,0.0,1.7,7136.0,0.097,2035.0,1,9.0,328711.0,0.0,0.155,1.0,142.0,0.0
150,ИП,96.02,65.0,12.0,0,0.0,500000.0,0.118,7.0,3.0,165000.0,0.7,11383.0,0.026,2008.0,0,,187001.0,0.882,0.127,1.0,356.0,0.0
151,ИП,47.19,92.0,12.0,1,187500.0,0.0,0.0,,2.0,160000.0,7.3,948.0,0.427,0.0,0,,366660.0,0.777,0.134,5.0,206.0,0.0
152,самозанятый,74.20,56.0,3.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,950629.0,0.316,24778.0,0,,462994.0,0.0,0.06,0.0,0.0,291.0
153,ИП,96.02,66.0,12.0,1,157143.0,900000.0,0.113,7.0,3.0,165000.0,9.9,2632.0,0.116,2038.0,0,,761293.0,0.337,0.082,1.0,4.0,51.9
154,ИП,74.20,26.0,12.0,0,0.0,0.0,0.0,,1.0,80000.0,0.0,4702537.0,0.656,2946.0,1,2.0,1140559.0,0.07,0.142,0.0,0.0,1438.3
155,самозанятый,96.02,52.0,5.0,0,0.0,0.0,0.0,,0.0,0.0,3.8,5532.0,0.131,4853.0,0,,631657.0,0.0,0.044,0.0,2.0,43.3
156,ООО,96.02,85.0,12.0,1,106667.0,1400000.0,0.112,11.0,5.0,225000.0,7.7,5426.0,0.035,0.0,1,6.0,1126724.0,0.247,0.094,3.0,186.0,30.2
157,самозанятый,74.20,73.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,2954501.0,0.457,15199.0,0,,453516.0,0.0,0.331,0.0,0.0,1106.7
158,ИП,96.02,34.0,5.0,1,198000.0,0.0,0.0,,1.0,45000.0,8.8,3688.0,0.106,0.0,0,,938481.0,0.259,0.032,0.0,2.0,10.3
159,самозанятый,74.20,29.0,12.0,0,0.0,350000.0,0.138,9.0,0.0,0.0,0.0,3698973.0,0.366,2912.0,0,,972049.0,0.0,0.334,0.0,0.0,1300.6
160,ИП,47.19,56.0,12.0,1,81000.0,400000.0,0.044,10.0,2.0,160000.0,9.1,950.0,0.641,0.0,1,8.0,729603.0,0.312,0.103,14.0,74.0,0.0
161,ИП,74.20,39.0,12.0,1,35000.0,350000.0,0.074,12.0,3.0,195000.0,0.0,4282120.0,0.636,7667.0,0,,980299.0,0.22,0.224,1.0,9.0,538.5
162,ИП,74.20,53.0,12.0,1,65000.0,1100000.0,0.1,8.0,2.0,130000.0,0.0,22858915.0,0.687,14847.0,0,,6092984.0,0.03,0.091,0.0,0.0,2037.1
163,ООО,74.20,15.0,12.0,0,0.0,180000.0,0.012,1.0,10.0,800000.0,0.0,6658406.0,0.446,26940.0,0,,1000738.0,0.799,0.268,4.0,310.0,0.0
164,ИП,96.02,86.0,12.0,1,65000.0,0.0,0.0,,1.0,45000.0,11.3,5212.0,0.044,1992.0,0,,1576396.0,0.059,0.094,0.0,0.0,125.0
165,самозанятый,74.20,77.0,12.0,0,0.0,350000.0,0.077,2.0,0.0,0.0,0.0,1583449.0,0.922,2856.0,1,5.0,1700516.0,0.0,0.338,0.0,1.0,1263.6
166,ИП,74.20,40.0,12.0,1,50000.0,350000.0,0.061,7.0,1.0,55000.0,0.5,138052.0,0.474,15184.0,0,,2976091.0,0.03,0.108,0.0,0.0,1867.4
167,ООО,96.02,78.0,12.0,1,134444.0,250000.0,0.013,8.0,8.0,520000.0,10.1,5251.0,0.103,0.0,0,,1523037.0,0.408,0.043,11.0,157.0,0.0
168,ООО,96.02,47.0,12.0,1,142222.0,1400000.0,0.112,8.0,6.0,480000.0,9.4,2711.0,0.024,1993.0,0,,675687.0,0.868,0.066,1.0,356.0,0.0
169,самозанятый,74.20,27.0,12.0,0,0.0,1100000.0,0.472,1.0,0.0,0.0,0.0,564632.0,0.911,14741.0,0,,528454.0,0.0,0.209,0.0,0.0,620.2
170,ИП,96.02,94.0,12.0,1,176000.0,500000.0,0.062,4.0,3.0,240000.0,5.5,2708.0,0.086,0.0,0,,422682.0,0.915,0.104,1.0,361.0,0.0
171,ООО,96.02,46.0,12.0,1,110000.0,1400000.0,0.077,3.0,10.0,800000.0,12.0,2624.0,0.082,1885.0,0,,884865.0,0.987,0.081,1.0,356.0,0.0
172,ООО,74.20,73.0,12.0,1,216667.0,350000.0,0.035,1.0,5.0,400000.0,0.0,754790.0,0.93,14745.0,0,,900207.0,0.625,0.341,3.0,8.0,27.2
173,ИП,96.02,71.0,12.0,1,57857.0,500000.0,0.045,7.0,3.0,240000.0,9.4,3693.0,0.144,0.0,0,,1046556.0,0.262,0.073,1.0,4.0,50.2
174,ИП,47.19,67.0,12.0,1,55000.0,0.0,0.0,,0.0,0.0,10.3,2604.0,0.692,11621.0,1,6.0,2635796.0,0.016,0.077,0.0,0.0,290.0
175,ООО,74.20,61.0,12.0,1,206250.0,350000.0,0.028,7.0,12.0,540000.0,0.6,141985.0,0.325,3022.0,0,,2997205.0,0.226,0.192,2.0,6.0,664.0
176,ООО,96.02,59.0,12.0,1,243750.0,500000.0,0.029,4.0,9.0,720000.0,11.3,2707.0,0.0,0.0,1,10.0,781945.0,1.129,0.142,1.0,361.0,0.0
177,ИП,96.02,17.0,12.0,1,67500.0,900000.0,0.133,8.0,3.0,135000.0,7.8,2826.0,0.0,0.0,1,9.0,568890.0,0.277,0.092,2.0,188.0,2.9
178,самозанятый,74.20,33.0,12.0,0,0.0,1100000.0,0.194,10.0,0.0,0.0,0.0,8966779.0,0.596,2982.0,0,,1850498.0,0.0,0.316,2.0,16.0,1051.3
179,самозанятый,74.20,27.0,12.0,0,0.0,180000.0,0.038,9.0,0.0,0.0,0.0,4424564.0,0.813,8206.0,0,,1967065.0,0.0,0.226,0.0,0.0,1423.9
180,самозанятый,74.20,59.0,12.0,0,0.0,1100000.0,0.329,6.0,0.0,0.0,0.0,2204673.0,0.815,2965.0,0,,990842.0,0.0,0.301,0.0,0.0,921.7
181,ИП,74.20,79.0,12.0,1,72222.0,700000.0,0.14,5.0,2.0,160000.0,0.0,1376631.0,0.881,25506.0,0,,966918.0,0.221,0.351,0.0,0.0,476.9
182,самозанятый,74.20,20.0,3.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,1998229.0,0.373,25991.0,0,,1062457.0,0.0,0.015,0.0,0.0,354.1
183,ООО,74.20,86.0,12.0,0,0.0,0.0,0.0,,10.0,800000.0,0.0,2413230.0,0.812,2948.0,0,,1071611.0,0.747,0.277,15.0,113.0,0.0
184,ИП,47.19,40.0,3.0,0,120000.0,0.0,0.0,,0.0,0.0,13.0,1561.0,0.221,0.0,0,,799826.0,0.1,0.006,0.0,0.0,49.8
185,ИП,96.02,60.0,12.0,1,206250.0,500000.0,0.079,10.0,1.0,45000.0,5.9,2684.0,0.122,0.0,0,,466413.0,0.391,0.168,2.0,338.0,0.0
186,ИП,47.19,29.0,12.0,1,214286.0,400000.0,0.041,12.0,2.0,110000.0,26.2,914.0,0.195,12202.0,0,,903340.0,0.26,0.062,3.0,53.0,38.3
187,ИП,47.19,88.0,12.0,1,88000.0,400000.0,0.073,4.0,3.0,135000.0,6.2,975.0,0.654,4730.0,0,,520716.0,0.4,0.136,0.0,1.0,48.4
188,самозанятый,74.20,67.0,12.0,0,0.0,180000.0,0.07,9.0,0.0,0.0,0.0,6083006.0,0.506,3075.0,0,,1025380.0,0.0,0.22,0.0,0.0,1361.5
189,ИП,74.20,91.0,12.0,1,71429.0,180000.0,0.049,2.0,3.0,135000.0,0.0,2655457.0,0.77,3172.0,0,,961896.0,0.184,0.318,0.0,0.0,761.7
190,ООО,74.20,57.0,12.0,1,214286.0,350000.0,0.032,4.0,8.0,440000.0,0.0,11527747.0,0.434,15393.0,0,,1696654.0,0.333,0.307,0.0,0.0,307.5
191,самозанятый,96.02,14.0,2.0,0,0.0,0.0,0.0,,0.0,0.0,0.6,5434.0,0.146,0.0,0,,92301.0,0.0,0.064,2.0,16.0,0.0
192,самозанятый,96.02,71.0,12.0,0,0.0,900000.0,0.193,1.0,0.0,0.0,1.7,7707.0,0.045,0.0,1,3.0,315460.0,0.0,0.107,13.0,20.0,0.0
193,ООО,74.20,96.0,12.0,1,146667.0,350000.0,0.068,11.0,4.0,180000.0,0.0,4374437.0,0.304,2839.0,0,,523725.0,0.554,0.214,3.0,59.0,79.8
194,ИП,74.20,32.0,12.0,0,0.0,700000.0,0.179,4.0,2.0,160000.0,0.0,1425590.0,0.477,14047.0,0,,453899.0,0.353,0.272,0.0,0.0,141.8
195,ИП,74.20,13.0,12.0,0,0.0,0.0,0.0,,3.0,195000.0,0.0,1604328.0,0.72,8174.0,0,,477302.0,0.409,0.28,3.0,27.0,187.4
196,ИП,96.02,33.0,12.0,1,120000.0,0.0,0.0,,0.0,0.0,5.3,2705.0,0.141,4501.0,0,,427454.0,0.281,0.199,5.0,42.0,61.4
197,ИП,74.20,34.0,12.0,0,0.0,700000.0,0.227,1.0,0.0,0.0,0.0,1993017.0,0.827,23880.0,0,,957639.0,0.0,0.275,1.0,6.0,983.4
198,ИП,47.19,35.0,12.0,1,96000.0,400000.0,0.094,7.0,1.0,80000.0,9.7,955.0,0.317,5057.0,0,,407605.0,0.393,0.188,0.0,0.0,55.9
199,ИП,96.02,54.0,12.0,1,75000.0,1400000.0,0.161,10.0,0.0,0.0,6.1,3765.0,0.076,0.0,0,,630337.0,0.04,0.159,2.0,293.0,0.0
200,ИП,47.19,65.0,12.0,0,0.0,400000.0,0.073,7.0,3.0,240000.0,3.0,1775.0,0.56,4882.0,0,,368758.0,0.651,0.065,1.0,356.0,0.0
201,самозанятый,96.02,7.0,12.0,0,0.0,900000.0,0.205,5.0,0.0,0.0,1.7,6940.0,0.126,4409.0,0,,310962.0,0.0,0.206,4.0,142.0,0.0
202,ООО,96.02,16.0,12.0,1,112000.0,900000.0,0.042,10.0,12.0,960000.0,8.2,5411.0,0.037,0.0,0,,1176121.0,0.896,0.085,1.0,356.0,0.0
203,ИП,74.20,34.0,12.0,1,81818.0,1100000.0,0.181,7.0,0.0,0.0,0.0,5567982.0,0.85,8639.0,0,,3084140.0,0.024,0.113,0.0,0.0,1828.4
204,самозанятый,74.20,45.0,12.0,0,0.0,180000.0,0.038,2.0,0.0,0.0,0.0,6594426.0,0.733,25803.0,0,,2055621.0,0.0,0.1,0.0,0.0,1512.5
205,ИП,74.20,32.0,12.0,1,56250.0,350000.0,0.061,6.0,2.0,110000.0,0.0,5858903.0,0.73,8008.0,0,,1809663.0,0.082,0.263,0.0,0.0,1013.5
206,самозанятый,96.02,44.0,12.0,0,0.0,900000.0,0.478,1.0,0.0,0.0,0.1,19888.0,0.132,1971.0,0,,34353.0,0.0,0.293,2.0,338.0,0.0
207,ООО,96.02,69.0,12.0,1,60000.0,250000.0,0.022,3.0,8.0,520000.0,2.5,6106.0,0.129,4527.0,1,2.0,443995.0,1.273,0.096,1.0,356.0,0.0
208,самозанятый,74.20,55.0,5.0,0,0.0,180000.0,0.284,5.0,0.0,0.0,0.0,348021.0,0.852,7802.0,0,,469691.0,0.0,0.447,0.0,1.0,405.9
209,ИП,74.20,91.0,12.0,1,100000.0,0.0,0.0,,0.0,0.0,0.0,348425.0,0.945,16013.0,0,,523314.0,0.111,0.288,0.0,0.0,1167.9
210,ИП,47.19,77.0,12.0,1,80000.0,400000.0,0.076,7.0,0.0,0.0,6.8,960.0,0.693,11792.0,0,,641564.0,0.094,0.1,1.0,8.0,163.2
211,самозанятый,96.02,18.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,2.5,3099.0,0.114,0.0,0,,217673.0,0.0,0.144,2.0,7.0,55.2
212,ООО,74.20,85.0,12.0,1,316667.0,700000.0,0.044,3.0,12.0,660000.0,0.0,2024127.0,0.901,3071.0,1,3.0,1698873.0,0.528,0.285,2.0,47.0,96.3
213,самозанятый,74.20,21.0,12.0,0,0.0,700000.0,0.231,4.0,0.0,0.0,0.0,4858241.0,0.654,14686.0,0,,1168933.0,0.0,0.191,0.0,0.0,1306.4
214,самозанятый,74.20,81.0,4.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,5910781.0,0.308,2920.0,0,,2135972.0,0.0,0.076,0.0,0.0,657.3
215,ИП,47.19,89.0,12.0,1,150000.0,200000.0,0.036,1.0,1.0,65000.0,7.5,961.0,0.662,0.0,0,,651719.0,0.292,0.103,1.0,3.0,153.6
216,ООО,74.20,28.0,12.0,1,235714.0,700000.0,0.06,10.0,3.0,240000.0,0.6,266461.0,0.308,7962.0,1,3.0,5707598.0,0.066,0.179,0.0,0.0,1756.7
217,ИП,96.02,53.0,12.0,1,220000.0,0.0,0.0,,0.0,0.0,4.8,5891.0,0.027,4584.0,0,,734993.0,0.075,0.193,2.0,6.0,50.9
218,самозанятый,96.02,85.0,12.0,0,0.0,1400000.0,0.391,6.0,0.0,0.0,2.5,2992.0,0.137,4564.0,1,10.0,215817.0,0.0,0.218,1.0,170.0,0.0
219,ООО,74.20,77.0,12.0,1,77143.0,700000.0,0.064,5.0,6.0,480000.0,0.0,6875091.0,0.813,7461.0,0,,3063428.0,0.171,0.176,0.0,0.0,858.1
220,ИП,96.02,95.0,12.0,1,97778.0,1400000.0,0.197,3.0,1.0,65000.0,6.4,2693.0,0.092,0.0,0,,488267.0,0.283,0.146,3.0,81.0,0.0
221,ООО,96.02,29.0,12.0,1,262500.0,250000.0,0.014,12.0,9.0,720000.0,6.4,5364.0,0.149,1972.0,0,,1025986.0,0.872,0.095,1.0,356.0,0.0
222,ИП,47.19,19.0,12.0,1,148571.0,0.0,0.0,,1.0,80000.0,13.2,2612.0,0.378,4743.0,0,,1659288.0,0.1,0.177,0.0,0.0,141.3
223,ООО,96.02,63.0,12.0,1,66667.0,0.0,0.0,,5.0,225000.0,8.3,2704.0,0.026,0.0,0,,587032.0,0.468,0.16,5.0,280.0,0.0
224,самозанятый,96.02,82.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,1.2,8324.0,0.093,4529.0,0,,250720.0,0.0,0.149,3.0,277.0,0.0
225,самозанятый,96.02,88.0,12.0,0,0.0,1400000.0,0.327,9.0,0.0,0.0,0.6,12114.0,0.112,0.0,0,,162523.0,0.0,0.238,3.0,307.0,0.0
226,самозанятый,96.02,10.0,12.0,0,0.0,1400000.0,0.323,7.0,0.0,0.0,0.9,10015.0,0.028,0.0,1,4.0,211324.0,0.0,0.123,7.0,216.0,0.0
227,ИП,74.20,96.0,12.0,0,0.0,1100000.0,0.382,9.0,1.0,80000.0,0.0,2059386.0,0.399,2926.0,1,8.0,571430.0,0.14,0.168,0.0,0.0,496.6
228,самозанятый,74.20,81.0,12.0,0,0.0,1100000.0,0.326,12.0,0.0,0.0,0.0,3000102.0,0.327,2970.0,0,,1113981.0,0.0,0.313,1.0,29.0,1064.4
229,ООО,74.20,60.0,12.0,1,104000.0,700000.0,0.1,7.0,3.0,165000.0,0.5,128430.0,0.484,23528.0,1,11.0,3030920.0,0.083,0.193,0.0,0.0,1515.2
230,ООО,74.20,33.0,12.0,1,96000.0,1100000.0,0.092,8.0,6.0,480000.0,0.0,9638076.0,0.597,16269.0,0,,1994932.0,0.281,0.295,0.0,0.0,363.9
231,ООО,96.02,22.0,12.0,1,82500.0,0.0,0.0,,6.0,330000.0,7.0,2695.0,0.146,0.0,0,,574314.0,0.67,0.126,3.0,341.0,0.0
232,самозанятый,74.20,8.0,12.0,0,0.0,700000.0,0.233,8.0,0.0,0.0,0.0,5776008.0,0.534,24635.0,0,,1034001.0,0.0,0.26,0.0,0.0,1126.5
233,ИП,96.02,12.0,12.0,1,57857.0,250000.0,0.015,11.0,0.0,0.0,12.7,5197.0,0.141,0.0,1,11.0,1968631.0,0.017,0.135,1.0,3.0,141.3
234,самозанятый,74.20,14.0,5.0,0,0.0,350000.0,0.431,4.0,0.0,0.0,0.0,1335282.0,0.432,15495.0,0,,470531.0,0.0,0.385,0.0,0.0,284.7
235,ИП,47.19,56.0,3.0,1,80000.0,0.0,0.0,,3.0,195000.0,9.7,950.0,0.455,0.0,0,,516884.0,0.532,0.069,7.0,13.0,0.0
236,ИП,74.20,4.0,12.0,1,62500.0,1100000.0,0.26,8.0,1.0,65000.0,0.0,3824920.0,0.685,25764.0,0,,1012747.0,0.105,0.23,0.0,0.0,673.9
237,ИП,96.02,21.0,12.0,1,64286.0,500000.0,0.029,5.0,3.0,195000.0,12.2,5369.0,0.0,0.0,0,,1691720.0,0.137,0.126,0.0,0.0,62.5
238,ООО,96.02,25.0,12.0,1,85714.0,0.0,0.0,,10.0,800000.0,8.5,3712.0,0.099,0.0,0,,899362.0,0.945,0.134,1.0,356.0,0.0
239,ИП,96.02,82.0,3.0,1,120000.0,0.0,0.0,,1.0,55000.0,4.6,2792.0,0.115,0.0,0,,358779.0,0.488,0.217,2.0,65.0,0.0
240,самозанятый,74.20,29.0,4.0,0,0.0,1100000.0,0.729,2.0,0.0,0.0,0.0,979806.0,0.548,13824.0,0,,541437.0,0.0,0.179,1.0,12.0,52.1
241,ИП,96.02,88.0,12.0,0,0.0,0.0,0.0,,3.0,195000.0,0.2,28996.0,0.111,0.0,0,,76119.0,2.562,0.345,1.0,361.0,0.0
242,ООО,96.02,9.0,12.0,1,176000.0,250000.0,0.019,7.0,12.0,660000.0,3.8,2800.0,0.114,2070.0,0,,296641.0,2.472,0.185,2.0,356.0,0.0
243,ИП,74.20,60.0,12.0,1,116111.0,700000.0,0.107,4.0,2.0,110000.0,0.0,3071434.0,0.743,7795.0,0,,2992942.0,0.066,0.129,0.0,0.0,1614.5
244,ООО,74.20,48.0,12.0,1,100000.0,700000.0,0.067,2.0,10.0,450000.0,0.0,1725885.0,0.858,3238.0,0,,1014630.0,0.542,0.125,4.0,8.0,62.2
245,самозанятый,74.20,38.0,12.0,0,0.0,700000.0,0.144,8.0,0.0,0.0,0.0,1850823.0,0.917,14630.0,1,8.0,1863556.0,0.0,0.292,1.0,7.0,1298.9
246,ООО,96.02,24.0,12.0,1,106667.0,900000.0,0.052,11.0,9.0,720000.0,5.7,5359.0,0.096,4437.0,0,,866955.0,0.923,0.077,1.0,363.0,0.0
247,ИП,74.20,48.0,12.0,1,93333.0,0.0,0.0,,2.0,110000.0,0.0,4985171.0,0.762,14925.0,0,,1743204.0,0.103,0.296,0.0,1.0,1071.4
248,ИП,47.19,66.0,12.0,1,130000.0,200000.0,0.019,9.0,0.0,0.0,11.8,1552.0,0.541,12113.0,0,,1198648.0,0.072,0.116,1.0,5.0,138.4
249,ИП,47.19,59.0,12.0,1,60000.0,200000.0,0.017,7.0,1.0,45000.0,7.8,2700.0,0.429,0.0,1,11.0,1112932.0,0.067,0.109,1.0,5.0,60.6
250,самозанятый,74.20,27.0,12.0,0,0.0,1100000.0,0.199,1.0,0.0,0.0,0.0,11093817.0,0.456,14847.0,0,,1700691.0,0.0,0.305,0.0,0.0,972.1
251,ИП,74.20,45.0,12.0,0,0.0,700000.0,0.156,4.0,3.0,195000.0,0.0,3835598.0,0.401,8125.0,0,,533997.0,0.365,0.158,0.0,0.0,154.8
252,ИП,47.19,4.0,12.0,1,75000.0,400000.0,0.054,9.0,3.0,135000.0,15.6,1540.0,0.14,4779.0,0,,842741.0,0.22,0.116,0.0,2.0,128.3
253,ИП,47.19,30.0,12.0,1,165000.0,400000.0,0.028,11.0,1.0,80000.0,21.1,1531.0,0.291,11145.0,0,,1382924.0,0.137,0.113,1.0,6.0,51.5
254,самозанятый,74.20,90.0,12.0,0,0.0,1100000.0,0.312,1.0,0.0,0.0,0.0,3810571.0,0.719,2920.0,0,,1130293.0,0.0,0.167,0.0,0.0,1025.3
255,ИП,96.02,86.0,12.0,1,120000.0,250000.0,0.034,2.0,2.0,130000.0,4.0,4180.0,0.042,2036.0,0,,446694.0,0.47,0.152,3.0,341.0,0.0
256,самозанятый,74.20,38.0,12.0,0,0.0,350000.0,0.074,12.0,0.0,0.0,0.0,3652181.0,0.85,8314.0,1,5.0,2024093.0,0.0,0.246,0.0,0.0,1501.1
257,ИП,96.02,40.0,12.0,0,0.0,1400000.0,0.247,5.0,3.0,240000.0,0.0,4654.0,0.069,0.0,0,,417.0,576.068,0.0,1.0,361.0,0.0
258,ООО,74.20,32.0,12.0,1,143000.0,1100000.0,0.095,6.0,10.0,450000.0,0.5,122952.0,0.498,8034.0,1,10.0,3022893.0,0.188,0.198,0.0,0.0,762.6
259,ООО,96.02,65.0,12.0,1,76500.0,1400000.0,0.109,9.0,10.0,550000.0,3.8,4002.0,0.086,4561.0,0,,411191.0,1.493,0.206,1.0,362.0,0.0
260,ИП,96.02,22.0,12.0,1,195000.0,0.0,0.0,,0.0,0.0,7.8,3685.0,0.115,2003.0,1,8.0,834941.0,0.195,0.12,1.0,11.0,108.6
261,ИП,74.20,79.0,12.0,1,135714.0,0.0,0.0,,0.0,0.0,0.0,4708784.0,0.611,7808.0,0,,1009157.0,0.078,0.323,0.0,0.0,1335.3
262,ИП,96.02,53.0,12.0,1,150000.0,0.0,0.0,,0.0,0.0,6.7,2695.0,0.15,0.0,0,,545134.0,0.252,0.175,13.0,49.0,0.0
263,самозанятый,74.20,19.0,12.0,0,0.0,700000.0,0.133,4.0,0.0,0.0,0.0,13904197.0,0.354,15683.0,0,,1794278.0,0.0,0.367,0.0,0.0,1108.4
264,самозанятый,74.20,28.0,12.0,0,0.0,180000.0,0.124,5.0,0.0,0.0,0.0,4217673.0,0.319,2967.0,0,,516254.0,0.0,0.232,0.0,2.0,1180.4
265,ООО,74.20,27.0,12.0,1,103636.0,350000.0,0.053,9.0,3.0,165000.0,0.0,5000919.0,0.781,7705.0,0,,1902286.0,0.137,0.209,1.0,51.0,891.4
266,самозанятый,96.02,23.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,0.6,12221.0,0.081,4280.0,0,,167391.0,0.0,0.115,3.0,307.0,0.0
267,ИП,74.20,19.0,12.0,1,50556.0,1100000.0,0.106,10.0,0.0,0.0,0.1,1181915.0,0.579,2780.0,0,,6088517.0,0.006,0.115,0.0,0.0,2177.5
268,самозанятый,74.20,58.0,4.0,0,0.0,350000.0,0.427,4.0,0.0,0.0,0.0,737367.0,0.639,25698.0,0,,510134.0,0.0,0.114,1.0,23.0,178.6
269,самозанятый,96.02,73.0,12.0,0,0.0,0.0,0.0,,0.0,0.0,0.1,39355.0,0.07,0.0,1,12.0,66996.0,0.0,0.331,1.0,361.0,0.0
270,ИП,47.19,51.0,12.0,1,90000.0,200000.0,0.032,12.0,0.0,0.0,18.3,919.0,0.201,0.0,0,,632383.0,0.095,0.105,1.0,31.0,82.3
271,ООО,74.20,16.0,12.0,0,0.0,700000.0,0.093,6.0,7.0,315000.0,0.0,10502761.0,0.546,3007.0,0,,1928260.0,0.163,0.17,0.0,0.0,742.5
272,самозанятый,96.02,76.0,12.0,0,0.0,250000.0,0.081,11.0,0.0,0.0,0.7,10642.0,0.109,4457.0,0,,181067.0,0.0,0.201,3.0,323.0,0.0
273,самозанятый,96.02,90.0,12.0,0,0.0,500000.0,0.147,8.0,0.0,0.0,0.8,10547.0,0.069,0.0,0,,193590.0,0.0,0.139,3.0,246.0,0.0
274,ИП,74.20,47.0,12.0,1,110000.0,350000.0,0.037,4.0,1.0,45000.0,0.0,9158111.0,0.862,14917.0,0,,5541920.0,0.02,0.137,0.0,0.0,2161.2
275,ИП,96.02,95.0,12.0,1,87273.0,0.0,0.0,,2.0,90000.0,6.7,5662.0,0.014,0.0,0,,999829.0,0.17,0.096,5.0,277.0,0.0
276,ИП,96.02,16.0,3.0,0,0.0,0.0,0.0,,3.0,195000.0,1.6,3850.0,0.052,1856.0,0,,161032.0,1.211,0.06,1.0,83.0,0.0
277,самозанятый,74.20,46.0,12.0,0,0.0,180000.0,0.13,6.0,0.0,0.0,0.0,1054241.0,0.806,2921.0,0,,452738.0,0.0,0.314,0.0,0.0,1052.9
278,ООО,74.20,46.0,12.0,1,206250.0,180000.0,0.01,5.0,11.0,880000.0,0.0,4190260.0,0.659,8086.0,0,,1024396.0,0.993,0.264,1.0,356.0,0.0
279,ИП,47.19,74.0,12.0,1,257143.0,200000.0,0.021,8.0,2.0,160000.0,6.3,1608.0,0.676,5064.0,0,,948090.0,0.327,0.076,0.0,0.0,77.2
280,ИП,47.19,13.0,12.0,1,100000.0,200000.0,0.013,6.0,0.0,0.0,17.1,2559.0,0.11,4991.0,0,,1484782.0,0.051,0.126,1.0,6.0,48.9
281,самозанятый,96.02,77.0,12.0,0,0.0,500000.0,0.095,1.0,0.0,0.0,2.5,6168.0,0.119,0.0,0,,431338.0,0.0,0.176,3.0,5.0,0.0
282,ИП,96.02,54.0,12.0,1,192500.0,500000.0,0.045,7.0,0.0,0.0,8.6,5515.0,0.0,4544.0,1,7.0,1232201.0,0.104,0.122,2.0,6.0,115.2
283,ИП,74.20,12.0,5.0,1,70000.0,1100000.0,0.295,5.0,3.0,240000.0,0.0,2040148.0,0.746,14821.0,0,,1605516.0,0.176,0.19,1.0,21.0,173.5
284,самозанятый,96.02,26.0,12.0,0,0.0,1400000.0,0.183,4.0,0.0,0.0,2.4,6453.0,0.082,4524.0,0,,432186.0,0.0,0.097,2.0,307.0,0.0
285,ООО,74.20,20.0,12.0,1,100000.0,1100000.0,0.12,5.0,6.0,330000.0,0.0,2271088.0,0.938,27080.0,0,,3066195.0,0.129,0.116,0.0,0.0,1086.8
286,ИП,47.19,62.0,12.0,0,0.0,0.0,0.0,,2.0,160000.0,6.4,2675.0,0.134,5140.0,1,10.0,591204.0,0.271,0.122,0.0,2.0,14.2
287,ИП,47.19,44.0,12.0,1,151250.0,200000.0,0.031,12.0,1.0,80000.0,10.5,938.0,0.618,0.0,0,,768570.0,0.235,0.185,1.0,41.0,155.2
288,ИП,74.20,92.0,12.0,1,93333.0,0.0,0.0,,2.0,90000.0,0.1,288568.0,0.626,25652.0,0,,1480075.0,0.108,0.195,0.0,0.0,1504.5
289,ИП,74.20,28.0,12.0,1,154375.0,1100000.0,0.367,11.0,0.0,0.0,0.0,3036892.0,0.498,23838.0,0,,504308.0,0.204,0.217,2.0,18.0,367.4
290,самозанятый,96.02,95.0,12.0,0,0.0,1400000.0,0.679,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,0.0,0.0,0.0,1.0,361.0,0.0
291,ООО,74.20,87.0,12.0,1,132000.0,350000.0,0.027,2.0,7.0,560000.0,0.0,6337020.0,0.825,7819.0,1,9.0,3024722.0,0.222,0.209,0.0,0.0,656.7
292,ИП,74.20,58.0,12.0,1,100000.0,0.0,0.0,,2.0,90000.0,0.0,3609605.0,0.703,15242.0,0,,1013340.0,0.146,0.43,0.0,0.0,996.9
293,ИП,74.20,90.0,12.0,1,130625.0,700000.0,0.11,5.0,2.0,110000.0,0.1,546931.0,0.561,7874.0,0,,3009215.0,0.065,0.211,0.0,0.0,1687.9
294,ООО,96.02,71.0,12.0,1,126667.0,0.0,0.0,,11.0,495000.0,10.8,3650.0,0.132,1903.0,0,,1169576.0,0.504,0.131,14.0,37.0,11.8
295,ООО,74.20,81.0,12.0,1,133333.0,0.0,0.0,,11.0,605000.0,0.0,11423463.0,0.468,8181.0,0,,1790642.0,0.394,0.186,2.0,14.0,235.5
