avg_daily_income_30d,avg_daily_income_10d,income_volatility,income_trend,current_balance,upcoming_fixed_expenses_30d,n_recurring_patterns,avg_pattern_confidence,business_age_months,account_age_days,industry,gap_within_21d
6811.84,7383.53,0.646,1.084,10578.4,0.0,0,0.0,13,409,Services,0
5861.7,2839.01,0.27,0.484,-3054.97,40412.88,1,0.629,9,275,Retail,1
4695.66,3732.08,0.548,0.795,20473.97,53322.83,3,0.315,17,510,Beauty,0
2275.58,2332.69,0.575,1.025,23950.95,156269.43,4,0.725,29,870,HoReCa,1
6141.84,4763.16,0.25,0.776,4545.26,0.0,0,0.0,7,218,Retail,0
6472.43,4892.29,0.798,0.756,17464.82,0.0,0,0.0,28,852,HoReCa,0
5561.96,5593.08,0.256,1.006,724.28,99549.63,4,0.47,24,745,HoReCa,0
8981.12,11295.22,0.721,1.258,21031.16,0.0,0,0.0,7,223,IT,0
8880.75,10535.92,0.725,1.186,11250.6,30115.28,1,0.964,21,631,Services,0
3093.0,2786.87,0.414,0.901,4821.3,0.0,0,0.0,6,209,Retail,0
7695.67,8734.35,0.767,1.135,22087.03,29580.48,1,0.476,22,688,HoReCa,0
9465.46,5886.06,0.539,0.622,2394.34,123065.6,3,0.513,8,265,Beauty,0
5174.31,5506.73,0.389,1.064,12476.62,100363.54,3,0.702,4,127,Retail,0
5960.94,4124.04,0.481,0.692,4301.21,24140.77,1,0.622,9,271,Services,0
1981.99,1012.07,0.495,0.511,23465.38,0.0,0,0.0,2,72,IT,0
4630.64,5832.01,0.355,1.259,8318.35,85648.47,2,0.418,16,497,Services,0
1618.84,1902.2,0.64,1.175,13424.88,0.0,0,0.0,7,218,IT,0
9766.37,5714.63,0.126,0.585,862.68,39902.47,1,0.462,25,778,Beauty,0
8955.82,6726.5,0.707,0.751,-4539.01,36491.1,1,0.69,6,208,Retail,0
1574.93,1014.94,0.601,0.644,18599.58,123742.62,4,0.77,9,291,Beauty,1
8099.33,7648.73,0.517,0.944,17725.29,40005.73,2,0.964,16,482,IT,0
6819.8,3959.51,0.656,0.581,11703.95,0.0,0,0.0,14,441,Beauty,0
4791.97,3899.0,0.52,0.814,15836.26,57326.51,2,0.812,35,1075,Services,0
5453.55,5336.47,0.78,0.979,-4697.79,137720.95,4,0.461,14,423,Beauty,1
9738.67,8681.35,0.139,0.891,20749.28,85300.71,3,0.518,32,977,Retail,0
1522.68,1802.59,0.726,1.184,4508.91,19882.02,1,0.831,32,980,IT,0
4534.36,4424.39,0.459,0.976,23807.57,48450.64,1,0.665,18,568,Retail,0
5419.71,4283.51,0.318,0.79,18182.32,0.0,0,0.0,34,1037,HoReCa,0
2019.96,1498.5,0.209,0.742,10191.14,153044.01,4,0.615,27,817,Services,1
4173.4,4700.37,0.59,1.126,16940.35,113965.51,3,0.554,15,455,Retail,0
9168.5,6514.37,0.456,0.711,20983.86,63134.15,2,0.694,1,49,HoReCa,0
7975.34,6651.09,0.33,0.834,-3149.59,113317.85,4,0.447,3,101,IT,1
3880.45,1842.05,0.292,0.475,4762.15,0.0,0,0.0,31,933,Beauty,0
9982.68,3378.47,0.226,0.338,3251.63,115581.17,4,0.609,16,496,IT,1
6910.0,4134.81,0.376,0.598,14727.81,119128.52,4,0.913,29,887,Retail,0
6910.51,5755.69,0.717,0.833,17773.19,107518.1,3,0.605,14,422,Services,0
2419.36,1850.5,0.456,0.765,23547.41,0.0,0,0.0,23,707,Services,0
5222.41,4682.63,0.69,0.897,16733.75,8205.58,1,0.492,3,108,Retail,0
1657.66,1077.1,0.607,0.65,4399.71,0.0,0,0.0,18,543,Beauty,0
7981.55,5956.33,0.28,0.746,15843.67,85896.23,4,0.633,15,477,Retail,0
3459.68,2978.63,0.429,0.861,-722.0,70578.26,3,0.952,20,620,IT,0
8189.13,6936.43,0.482,0.847,-3399.8,0.0,0,0.0,21,647,Beauty,0
9692.66,3831.05,0.24,0.395,-1417.98,139007.46,4,0.654,15,469,Retail,1
8385.59,6294.42,0.437,0.751,7716.99,155455.93,4,0.807,7,222,HoReCa,0
9298.12,10330.41,0.576,1.111,-1730.85,50043.33,1,0.801,29,872,Retail,1
7269.06,8721.13,0.431,1.2,5084.79,0.0,0,0.0,27,814,Services,0
1924.34,714.64,0.181,0.371,17816.74,0.0,0,0.0,24,723,IT,0
4735.91,5644.28,0.477,1.192,22413.89,125808.24,4,0.354,15,463,HoReCa,0
9388.07,5960.08,0.283,0.635,8927.99,103972.2,3,0.628,24,726,IT,0
5539.43,5586.96,0.415,1.009,13702.95,172518.89,4,0.714,21,635,Services,0
4764.98,2884.02,0.253,0.605,24258.82,96331.85,3,0.818,26,795,Services,0
3969.09,4905.62,0.338,1.236,-57.77,44987.15,1,0.623,13,407,Services,0
5362.48,4117.65,0.432,0.768,-4002.36,85850.98,3,0.397,20,619,Beauty,1
1501.34,617.2,0.603,0.411,2315.17,103250.6,3,0.545,4,122,Services,1
4364.2,1601.78,0.307,0.367,21871.58,126122.57,3,0.669,9,298,HoReCa,1
3002.81,3114.86,0.172,1.037,8513.23,40422.54,1,0.696,25,773,Services,0
4132.95,3505.24,0.237,0.848,8590.44,76149.82,3,0.366,27,811,Services,0
2180.28,2340.92,0.27,1.074,10860.58,0.0,0,0.0,20,608,IT,0
3525.23,3021.89,0.696,0.857,1205.23,38201.26,1,0.621,27,820,Retail,0
4245.87,3036.13,0.425,0.715,-527.13,81667.66,2,0.807,7,239,Beauty,1
7204.46,6384.87,0.123,0.886,11613.3,17471.16,1,0.865,9,297,Beauty,0
5520.8,6011.88,0.661,1.089,17799.91,65294.62,2,0.982,10,323,HoReCa,0
2599.93,1896.77,0.276,0.73,9623.21,41345.25,2,0.664,8,254,HoReCa,0
7570.03,6919.34,0.592,0.914,10307.88,142765.85,4,0.518,3,119,Retail,0
5626.72,2151.39,0.335,0.382,11508.87,0.0,0,0.0,17,521,Retail,0
4657.04,3088.77,0.128,0.663,13319.28,11650.6,1,0.951,29,889,Retail,0
4149.31,2443.97,0.315,0.589,9056.14,105676.5,3,0.421,24,740,Services,1
9252.55,8447.37,0.236,0.913,24569.01,12296.48,1,0.425,23,708,Retail,0
5169.43,3238.51,0.276,0.626,-2665.3,86918.23,3,0.497,30,907,Beauty,1
8882.29,8822.55,0.705,0.993,13747.49,34985.61,1,0.651,31,935,HoReCa,0
2543.71,1450.16,0.496,0.57,6771.97,40737.71,3,0.701,5,166,Retail,0
6738.51,5907.47,0.209,0.877,19788.08,157111.21,4,0.311,17,538,Services,0
1988.2,2177.98,0.418,1.095,6639.59,18328.26,1,0.345,15,465,HoReCa,0
4679.69,2793.75,0.289,0.597,5812.35,58334.15,2,0.99,24,742,Retail,0
6647.35,6267.99,0.576,0.943,20833.91,75055.73,3,0.729,13,411,Beauty,0
4741.14,5722.07,0.689,1.207,-2843.32,156002.23,4,0.917,9,279,Retail,1
6817.23,3921.09,0.447,0.575,9210.56,103572.11,3,0.57,26,783,Services,0
2978.56,1740.43,0.69,0.584,16440.75,0.0,0,0.0,30,909,IT,0
4363.88,2593.66,0.627,0.594,17899.24,77037.26,4,0.921,4,125,Beauty,0
6178.66,2549.92,0.185,0.413,-2830.68,0.0,0,0.0,15,461,Beauty,1
6262.3,7538.21,0.159,1.204,22213.52,0.0,0,0.0,12,362,Beauty,0
8933.9,5587.18,0.249,0.625,-477.89,55552.76,2,0.603,14,439,Services,0
3988.16,4353.37,0.222,1.092,23662.42,0.0,0,0.0,34,1032,IT,0
3163.44,1023.38,0.635,0.324,6264.92,24566.35,1,0.421,15,471,IT,0
5478.56,3474.75,0.252,0.634,23795.3,134172.89,4,0.811,30,920,Retail,0
8928.98,2776.61,0.721,0.311,21588.87,47846.14,1,0.905,1,34,Beauty,0
5915.35,6510.98,0.542,1.101,8563.07,104565.22,3,0.691,24,741,Retail,0
8502.64,3067.49,0.24,0.361,2114.44,103156.41,2,0.962,16,488,Services,1
1552.09,503.9,0.425,0.325,22260.78,60364.64,2,0.944,2,60,IT,1
3207.24,1779.24,0.23,0.555,4148.04,0.0,0,0.0,18,545,Retail,0
3843.7,2260.93,0.658,0.588,829.79,0.0,0,0.0,21,655,Retail,0
8831.26,3779.94,0.667,0.428,17655.62,81384.5,4,0.511,13,411,IT,0
7478.4,7241.03,0.242,0.968,474.29,27362.1,1,0.758,24,741,Beauty,0
9217.68,8188.2,0.141,0.888,11852.66,89285.22,2,0.853,26,808,Retail,0
7025.85,2708.39,0.733,0.385,1498.48,0.0,0,0.0,30,908,Retail,0
9472.24,2936.12,0.47,0.31,5153.91,42110.67,1,0.772,31,951,IT,0
9424.6,4179.06,0.521,0.443,22044.15,50234.13,2,0.613,23,709,Retail,0
3085.74,2468.88,0.545,0.8,-1900.99,13927.46,1,0.606,21,647,Services,0
7274.97,5356.49,0.496,0.736,11198.45,0.0,0,0.0,9,285,HoReCa,0
6892.85,2645.53,0.635,0.384,-178.53,11735.17,1,0.646,6,196,Beauty,0
8971.43,11066.02,0.628,1.233,1603.88,21008.66,1,0.8,5,167,Retail,0
3101.36,2779.32,0.649,0.896,21800.25,97093.04,4,0.993,26,787,Beauty,1
2296.66,2966.16,0.647,1.292,10935.96,47720.86,2,0.899,6,184,Retail,0
9474.01,12068.01,0.776,1.274,-3826.26,107172.67,2,0.77,34,1026,Retail,0
8395.96,9260.15,0.252,1.103,6989.15,88138.68,3,0.345,28,860,HoReCa,0
3515.62,2538.3,0.265,0.722,22611.69,0.0,0,0.0,27,818,Retail,0
1843.73,2393.72,0.725,1.298,444.61,61027.27,2,0.932,24,723,Beauty,0
2099.54,1154.08,0.641,0.55,13267.15,30148.12,1,0.913,23,691,Services,0
9548.37,5026.88,0.304,0.526,-1125.91,88312.71,3,0.707,31,937,Beauty,0
3253.48,2357.59,0.195,0.725,-933.77,38869.95,1,0.85,35,1054,Services,0
9097.19,4914.89,0.28,0.54,2895.78,147718.21,4,0.997,4,129,HoReCa,0
5105.32,3124.35,0.695,0.612,19523.96,83329.6,3,0.423,16,488,Beauty,0
4025.5,4769.42,0.314,1.185,16713.86,100758.21,4,0.526,5,157,Retail,0
7965.8,5350.02,0.134,0.672,3190.7,13775.15,1,0.478,34,1046,IT,0
1805.91,1609.88,0.682,0.891,5742.56,0.0,0,0.0,31,936,Services,0
8159.48,7217.24,0.782,0.885,8381.12,53305.81,1,0.951,33,1016,Retail,0
3297.76,3991.84,0.301,1.21,10084.51,69528.98,2,0.853,26,793,Beauty,0
5653.83,2774.75,0.154,0.491,4629.18,0.0,0,0.0,3,95,Beauty,0
3045.53,1657.89,0.412,0.544,10835.32,107420.65,4,0.743,24,739,Beauty,1
7701.65,7887.8,0.275,1.024,12250.76,121721.96,4,0.594,30,915,Retail,0
2699.33,2032.02,0.188,0.753,10464.55,122396.32,3,0.38,2,64,Retail,1
4644.72,2591.64,0.206,0.558,-419.5,65566.86,2,0.676,30,926,Services,0
7220.08,8897.07,0.671,1.232,21288.9,144101.87,4,0.722,31,937,IT,0
6963.1,8109.76,0.421,1.165,22780.22,0.0,0,0.0,14,449,Beauty,0
7948.73,2704.51,0.168,0.34,17597.09,54790.82,1,0.368,9,295,IT,0
9092.26,8995.33,0.546,0.989,15028.22,42678.24,1,0.677,17,524,Beauty,0
9443.4,3180.48,0.6,0.337,6336.57,81943.49,3,0.991,20,629,Retail,0
2301.66,2953.62,0.4,1.283,4864.99,102364.79,4,0.667,19,579,Retail,1
8585.66,7991.15,0.161,0.931,10122.25,49957.32,2,0.988,20,606,Retail,0
3067.68,1958.67,0.445,0.638,8652.69,47554.15,2,0.42,12,378,Retail,0
4593.32,5292.98,0.143,1.152,24790.56,146486.44,4,0.837,22,678,Services,0
1923.02,640.05,0.467,0.333,9052.29,77691.47,2,0.89,21,635,Beauty,1
5506.63,4040.37,0.769,0.734,18568.8,106250.88,4,0.66,11,332,HoReCa,0
7966.86,4437.59,0.696,0.557,7212.76,0.0,0,0.0,34,1043,HoReCa,0
1887.62,2188.34,0.396,1.159,-959.76,0.0,0,0.0,17,513,IT,0
5271.95,1879.99,0.328,0.357,19995.81,52462.1,2,0.915,12,387,Services,0
5890.36,4376.48,0.439,0.743,4070.31,56694.8,2,0.396,20,609,Retail,0
3789.63,1606.82,0.299,0.424,22655.61,34925.67,1,0.709,8,248,Services,0
9411.17,11945.88,0.753,1.269,-1238.63,118291.92,4,0.666,23,711,Beauty,0
4501.81,5769.26,0.421,1.282,979.72,127398.39,3,0.66,19,583,Services,0
3417.21,3133.24,0.232,0.917,18381.37,67201.42,3,0.88,23,702,Beauty,0
5858.35,6075.84,0.751,1.037,11932.09,43414.26,2,0.461,30,915,IT,0
3478.56,3621.46,0.747,1.041,4483.05,61552.96,3,0.38,18,546,Beauty,0
9513.85,11635.44,0.304,1.223,4775.06,83355.52,3,0.815,20,612,Services,0
5848.23,4203.44,0.54,0.719,7554.72,0.0,0,0.0,17,513,HoReCa,0
5369.75,4353.84,0.473,0.811,11381.64,88613.77,3,0.692,23,714,HoReCa,0
7540.85,7051.45,0.681,0.935,22150.8,114367.09,4,0.52,33,999,IT,0
7822.83,7593.77,0.198,0.971,2089.78,0.0,0,0.0,8,265,Retail,0
5301.37,4801.32,0.499,0.906,5965.86,26806.84,1,0.715,6,194,IT,0
5248.8,2746.77,0.348,0.523,14265.38,30010.14,1,0.901,4,127,Retail,0
6604.02,4183.36,0.28,0.633,8245.56,111071.23,4,0.564,17,528,HoReCa,0
3438.66,3147.49,0.21,0.915,24852.85,26458.33,2,0.936,31,949,IT,0
9598.31,4337.54,0.354,0.452,4795.12,150408.75,4,0.848,26,806,Services,1
4689.0,3315.52,0.44,0.707,14517.24,0.0,0,0.0,34,1029,Retail,0
4206.67,5399.64,0.543,1.284,21302.5,99713.05,3,0.895,25,751,Retail,0
3817.68,3893.38,0.102,1.02,20014.28,18701.27,1,0.736,35,1050,Beauty,0
8220.15,9347.29,0.296,1.137,14324.52,0.0,0,0.0,18,549,Retail,0
5212.01,2489.55,0.699,0.478,10962.42,0.0,0,0.0,33,999,Beauty,0
8873.86,5904.62,0.374,0.665,11283.92,50008.23,2,0.904,9,283,Services,0
5975.72,7064.82,0.229,1.182,5297.46,105908.89,3,0.448,31,954,Beauty,0
8869.77,5821.89,0.174,0.656,14189.33,52605.65,3,0.562,9,273,Retail,0
2366.42,1535.49,0.144,0.649,19142.11,127670.21,4,0.514,33,991,Services,1
5351.97,4659.18,0.712,0.871,21350.07,92112.11,2,0.37,14,438,Retail,0
6550.35,3698.27,0.661,0.565,1301.59,40236.01,1,0.777,19,576,Beauty,0
8818.97,8231.89,0.277,0.933,-33.09,0.0,0,0.0,14,442,Services,0
6760.84,6195.34,0.139,0.916,15550.9,0.0,0,0.0,17,518,Beauty,0
5176.11,1782.11,0.393,0.344,12671.8,71022.91,2,0.324,18,567,HoReCa,1
9301.26,7176.69,0.567,0.772,18376.15,105798.52,4,0.592,30,910,Beauty,0
7302.46,5053.16,0.277,0.692,14378.03,92384.3,3,0.479,16,502,Services,0
2051.43,756.0,0.235,0.369,21039.82,67786.04,3,0.508,33,993,Beauty,1
7636.35,3434.96,0.641,0.45,8324.77,0.0,0,0.0,3,91,Services,0
3034.11,1530.56,0.625,0.504,15628.15,29933.61,2,0.54,1,48,IT,0
9064.98,4878.07,0.75,0.538,7715.74,136563.53,4,0.558,6,206,HoReCa,1
8061.91,3352.18,0.764,0.416,5039.95,0.0,0,0.0,13,417,IT,0
3009.77,2881.77,0.211,0.957,21104.29,0.0,0,0.0,22,688,Services,0
6130.63,6694.76,0.791,1.092,24801.03,40729.66,1,0.377,1,53,Services,0
3893.05,3848.33,0.137,0.989,-2780.33,66432.46,3,0.975,26,781,Beauty,1
8116.98,6953.78,0.149,0.857,2436.27,180352.06,4,0.91,25,770,Retail,0
7456.27,2692.56,0.492,0.361,14664.69,148379.43,3,0.539,8,262,Retail,1
9778.58,4024.83,0.416,0.412,15574.45,52401.33,1,0.379,24,732,Retail,0
5056.69,4241.05,0.661,0.839,4004.8,0.0,0,0.0,27,815,Services,0
2530.43,1205.75,0.491,0.477,13310.85,21604.11,1,0.782,15,458,Beauty,0
7503.45,8846.19,0.547,1.179,23857.74,36404.99,1,0.512,31,934,IT,0
3808.91,1457.79,0.62,0.383,10701.16,54142.82,2,0.504,13,401,HoReCa,0
8822.28,5408.14,0.692,0.613,10166.38,72963.56,4,0.965,23,715,Beauty,0
1992.98,1294.1,0.508,0.649,20304.47,94156.61,3,0.312,30,901,IT,1
6598.88,5386.22,0.469,0.816,21194.78,34007.11,1,0.472,26,790,Beauty,0
8001.12,8387.37,0.384,1.048,23490.83,0.0,0,0.0,27,826,HoReCa,0
4278.2,1576.29,0.19,0.368,8425.01,125612.8,3,0.411,25,764,Beauty,1
6498.94,4113.18,0.367,0.633,20672.74,157564.7,4,0.58,3,96,Retail,1
5838.19,3516.05,0.791,0.602,-4073.96,26570.87,1,0.521,14,436,Beauty,1
4017.0,2418.43,0.721,0.602,16418.66,91167.29,3,0.681,8,250,Services,0
6412.21,8167.32,0.112,1.274,9165.9,82066.67,3,0.682,17,539,Beauty,0
8451.93,9708.47,0.362,1.149,-112.52,0.0,0,0.0,21,652,Beauty,0
3473.09,3030.5,0.133,0.873,5075.63,135292.56,4,0.846,17,532,HoReCa,1
5326.76,3522.38,0.26,0.661,-4340.88,117229.24,4,0.544,19,584,IT,1
9177.27,7125.98,0.217,0.776,13603.29,106414.08,2,0.551,25,754,Retail,0
7469.67,6070.7,0.65,0.813,19391.98,24055.95,1,0.32,17,539,Retail,0
2148.14,2735.89,0.745,1.274,13178.51,149695.2,4,0.949,19,588,HoReCa,1
6775.41,7016.34,0.634,1.036,19432.71,0.0,0,0.0,23,717,IT,0
9144.62,7369.35,0.463,0.806,-3132.48,129512.73,4,0.468,34,1020,Services,0
2750.84,1286.69,0.2,0.468,-3632.82,0.0,0,0.0,30,921,Beauty,1
9721.66,12155.34,0.407,1.25,16698.7,52416.03,1,0.663,9,295,HoReCa,0
3319.34,1306.46,0.517,0.394,1068.42,0.0,0,0.0,4,121,Retail,0
8750.85,8062.17,0.465,0.921,-2258.86,26281.05,1,0.768,15,461,IT,0
9814.3,7553.37,0.284,0.77,21320.95,151986.73,4,0.959,18,566,Services,0
9768.91,12191.22,0.41,1.248,-960.23,0.0,0,0.0,7,228,Services,0
3405.62,3030.11,0.535,0.89,24112.52,86437.01,2,0.956,24,746,IT,0
8859.08,6034.3,0.407,0.681,22984.36,86870.12,3,0.985,12,366,HoReCa,0
2698.71,2395.83,0.784,0.888,10293.09,61440.42,2,0.787,27,822,Beauty,0
6347.11,2814.15,0.266,0.443,6219.11,61945.68,3,0.961,35,1059,HoReCa,0
7709.52,8063.81,0.68,1.046,13920.62,59057.22,2,0.805,20,628,Retail,0
2454.38,3023.51,0.408,1.232,-643.65,61453.76,2,0.56,35,1055,Retail,0
3098.41,3159.88,0.103,1.02,7766.03,114159.46,4,0.776,7,232,Retail,1
2377.2,945.98,0.473,0.398,18715.25,17831.57,1,0.414,16,492,Services,0
6628.17,4625.65,0.732,0.698,19320.16,169434.48,4,0.451,11,352,Retail,1
8150.26,10345.94,0.116,1.269,19296.45,30658.46,1,0.885,32,963,Beauty,0
3473.52,2942.46,0.603,0.847,8403.43,19256.86,1,0.627,20,619,Retail,0
1753.06,1935.79,0.453,1.104,11497.63,0.0,0,0.0,5,157,Beauty,0
3777.97,2190.96,0.375,0.58,1834.31,72574.11,2,0.458,35,1079,IT,1
7680.29,7304.35,0.795,0.951,1523.81,85387.36,3,0.885,29,887,Retail,0
3369.59,4301.82,0.517,1.277,8475.54,43880.64,1,0.842,24,744,Retail,0
5576.06,3449.66,0.437,0.619,18424.77,68324.11,3,0.305,18,559,HoReCa,0
1685.74,2005.17,0.352,1.189,15711.8,160692.26,4,0.532,35,1058,HoReCa,1
5575.29,3013.72,0.754,0.541,3220.74,46170.21,1,0.428,23,696,Beauty,0
9203.26,11001.71,0.751,1.195,-848.87,0.0,0,0.0,17,528,Retail,0
6745.15,2620.19,0.487,0.388,16885.11,139793.3,3,0.949,16,483,HoReCa,1
7724.04,4366.59,0.325,0.565,14569.58,101502.19,2,0.475,16,491,Beauty,0
8558.91,4459.74,0.266,0.521,13266.59,9546.95,1,0.726,3,99,HoReCa,0
3136.41,1133.52,0.597,0.361,22568.04,78039.59,3,0.368,33,1014,Beauty,1
2547.38,809.34,0.142,0.318,21343.5,142421.05,3,0.759,28,863,IT,1
8979.88,3955.85,0.171,0.441,17034.77,0.0,0,0.0,21,632,Retail,0
6339.45,5891.65,0.662,0.929,18639.11,39420.68,1,0.892,8,256,IT,0
8589.36,5621.41,0.109,0.654,17284.5,62831.4,2,0.312,24,740,HoReCa,0
7206.82,8706.38,0.666,1.208,19408.35,89222.38,4,0.756,33,1014,Beauty,0
8376.38,4497.4,0.746,0.537,11188.14,0.0,0,0.0,22,673,HoReCa,0
6739.23,5601.33,0.28,0.831,23254.1,51420.22,1,0.575,28,849,HoReCa,0
2020.3,876.55,0.443,0.434,19592.16,141494.57,4,0.76,23,704,Beauty,1
6378.25,3594.62,0.4,0.564,17828.9,0.0,0,0.0,23,693,HoReCa,0
7887.93,2721.29,0.227,0.345,-2571.77,58798.06,2,0.817,33,995,HoReCa,1
4624.02,4815.7,0.594,1.041,15898.19,0.0,0,0.0,16,508,Retail,0
5545.8,5630.25,0.289,1.015,23713.2,91480.71,2,0.884,25,771,IT,0
6236.86,2729.69,0.579,0.438,2344.74,48851.59,1,0.999,29,893,Retail,0
9901.54,7265.47,0.789,0.734,9572.83,0.0,0,0.0,13,408,Services,0
8390.27,9128.91,0.51,1.088,16933.24,0.0,0,0.0,20,620,Beauty,0
6513.66,2386.97,0.199,0.366,7983.4,97740.32,3,0.762,4,125,Services,1
7710.64,5933.93,0.782,0.77,13971.05,95460.09,4,0.621,33,995,Beauty,0
3136.55,3265.41,0.513,1.041,4574.19,40201.74,3,0.917,29,871,Services,0
6162.58,5905.95,0.651,0.958,10427.63,38208.48,1,0.409,5,178,Services,0
7837.33,3820.92,0.545,0.488,121.96,27725.66,1,0.758,24,729,Retail,0
6168.0,4369.9,0.621,0.708,24990.84,61880.32,2,0.569,12,381,IT,0
2466.08,2505.01,0.627,1.016,-395.09,0.0,0,0.0,13,393,Services,0
1581.27,1378.0,0.659,0.871,24582.96,121174.69,3,0.515,34,1030,IT,1
9230.5,3640.38,0.404,0.394,16796.8,147530.6,4,0.818,31,936,IT,1
7476.04,4703.16,0.764,0.629,15818.17,97234.09,3,0.562,23,716,Retail,0
9725.13,4864.74,0.398,0.5,19520.87,142504.15,4,0.678,34,1048,IT,0
9883.8,6081.75,0.297,0.615,22086.34,0.0,0,0.0,16,481,Retail,0
4564.14,5425.65,0.38,1.189,10741.88,103872.99,4,0.651,13,392,Retail,0
4263.75,4835.13,0.543,1.134,133.34,0.0,0,0.0,17,521,IT,0
5234.19,3192.99,0.327,0.61,17419.07,124635.44,3,0.895,15,458,Beauty,1
5960.41,1964.89,0.125,0.33,13165.09,0.0,0,0.0,30,915,Retail,0
3704.61,2444.17,0.62,0.66,20409.96,77232.99,3,0.54,7,234,HoReCa,0
7917.23,8265.54,0.749,1.044,4281.01,0.0,0,0.0,34,1038,Beauty,0
2725.36,3513.27,0.754,1.289,8001.36,49513.61,1,0.364,27,829,Retail,0
5914.29,5960.81,0.319,1.008,16705.67,120608.82,4,0.963,17,524,Beauty,0
2265.88,2740.58,0.722,1.209,-1850.29,21983.89,1,0.359,6,186,HoReCa,0
1618.84,1814.15,0.407,1.121,18401.83,19595.15,1,0.602,1,59,Services,0
1787.48,1750.22,0.413,0.979,-2145.08,0.0,0,0.0,19,597,Beauty,0
4789.62,5083.94,0.792,1.061,-2584.55,40184.22,2,0.48,21,653,IT,0
7672.54,3340.34,0.578,0.435,-713.36,113294.93,4,0.99,8,263,IT,1
6476.5,4182.69,0.754,0.646,15314.35,123676.1,4,0.961,4,135,Services,1
9747.0,7638.24,0.76,0.784,24851.55,113438.72,4,0.89,29,892,Services,0
3501.7,1290.4,0.219,0.369,21914.0,0.0,0,0.0,4,129,Beauty,0
2154.69,2420.74,0.652,1.123,15348.69,46951.63,1,0.717,22,660,Services,0
7551.25,7543.58,0.325,0.999,10803.76,63942.93,2,0.729,15,478,IT,0
9314.04,10360.64,0.645,1.112,12212.33,0.0,0,0.0,20,607,Beauty,0
8398.2,5342.28,0.474,0.636,4959.75,0.0,0,0.0,6,197,Services,0
6707.62,4743.58,0.661,0.707,4590.08,41658.49,1,0.602,29,884,Services,0
7723.02,10013.33,0.619,1.297,19075.8,67819.36,2,0.648,30,910,Retail,0
3842.54,3981.88,0.574,1.036,2284.66,0.0,0,0.0,8,246,HoReCa,0
2933.36,1739.83,0.145,0.593,12453.25,0.0,0,0.0,30,917,Services,0
1739.96,1652.19,0.161,0.95,7034.95,152368.65,4,0.49,12,376,HoReCa,1
3731.55,1186.7,0.221,0.318,-2184.06,60988.41,2,0.499,22,664,Beauty,1
2664.94,3079.95,0.641,1.156,18541.43,0.0,0,0.0,5,171,Retail,0
3761.75,3473.07,0.369,0.923,8200.99,34542.24,1,0.469,28,840,Retail,0
2679.27,1220.45,0.234,0.456,12671.8,103111.25,3,0.987,32,975,IT,1
2907.2,2708.06,0.404,0.931,6562.09,48961.17,1,0.631,7,238,Retail,0
5854.68,6154.62,0.437,1.051,3456.81,42155.97,2,0.693,16,498,Services,0
8692.77,9345.96,0.418,1.075,791.16,19016.27,1,0.373,4,128,Services,0
8126.96,7830.31,0.758,0.963,10184.3,141337.03,4,0.719,11,353,Retail,0
4946.96,2692.58,0.259,0.544,21775.34,159924.13,4,0.586,34,1039,Beauty,1
8890.4,11316.82,0.429,1.273,-2732.45,25891.41,1,0.721,10,324,Retail,0
1804.68,1021.71,0.563,0.566,-1116.11,61739.26,2,0.678,12,363,HoReCa,1
6201.89,2613.61,0.33,0.421,8987.7,95745.55,4,0.941,14,440,IT,1
5089.77,4551.5,0.441,0.894,2531.54,0.0,0,0.0,35,1078,Services,0
8978.47,2912.9,0.749,0.324,24655.09,19356.98,1,0.712,7,220,Beauty,0
4511.04,3735.81,0.686,0.828,-4105.68,100471.03,4,0.774,4,142,HoReCa,1
4572.36,1376.41,0.543,0.301,9182.46,0.0,0,0.0,6,180,Retail,0
4100.97,2218.75,0.375,0.541,-3061.86,66259.75,2,0.306,29,871,Retail,1
9435.28,12214.59,0.246,1.295,18204.44,41046.04,1,0.38,11,340,IT,0
6653.53,2959.84,0.46,0.445,17178.11,63504.06,3,0.795,28,858,IT,0
6390.74,7176.49,0.785,1.123,8075.19,85219.24,3,0.839,27,811,Beauty,0
5257.71,4035.5,0.723,0.768,20491.39,125281.89,3,0.964,4,125,Beauty,0
7805.41,7017.62,0.781,0.899,2251.41,118954.81,4,0.57,23,717,HoReCa,1
7923.52,4092.52,0.598,0.517,13191.75,102172.49,3,0.502,19,570,Services,0
5069.88,3900.9,0.207,0.769,15727.53,85998.13,4,0.769,11,354,IT,0
8561.35,8577.38,0.45,1.002,12007.9,136303.13,4,0.649,11,338,Retail,0
3340.44,3984.71,0.181,1.193,14189.35,56717.2,2,0.482,10,310,Beauty,0
7190.59,9148.79,0.738,1.272,9912.95,22532.05,1,0.672,22,672,Beauty,0
7914.29,8585.96,0.408,1.085,24288.15,70988.47,3,0.929,27,813,IT,0
6375.65,7264.38,0.455,1.139,20972.88,0.0,0,0.0,12,370,HoReCa,0
9248.17,4223.38,0.328,0.457,16261.97,62293.9,3,0.992,2,79,Retail,0
3357.0,3576.74,0.556,1.065,5736.66,32091.89,2,0.869,31,941,HoReCa,0
1521.43,626.18,0.363,0.412,7485.63,28619.44,1,0.602,30,928,Beauty,0
8160.66,7005.51,0.238,0.858,-1607.09,0.0,0,0.0,8,255,HoReCa,0
